319,Sainsbury's 100% Smooth Almond Butter 1kg,11.6,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/7867565/image.jpg,peanut butter,281,355,-1,255
320,Pip & Nut Smooth Almond Butter 450g,7.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/7962590/image.jpg,peanut butter,281,355,-1,255
321,ManiLife Original Roast Smooth Peanut Butter 295g,3,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8001925/image.jpg,peanut butter,276,353,-1,242
322,Whole Earth Crunchy Peanut Butter 1kg,5.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8090064/image.jpg,peanut butter,283,338,-1,233
323,The Great British Porridge Co. Strawberry & Peanut Butter 385g,3.2,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/7973963/image.jpg,peanut butter,283,363,-1,234
324,Whole Earth Smooth Peanut Butter 1kg,5.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8090062/image.jpg,peanut butter,274,364,-1,256
325,Pip & Nut The Ultimate Crunchy Peanut Butter 300g,2.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8079503/image.jpg,peanut butter,278,359,-1,257
326,Pip & Nut Crunchy Almond Butter 170g,3.25,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8079501/image.jpg,peanut butter,281,359,-1,243
327,"Pip & Nut Almond Butter Cherry Bakewell, Limited Edition 170g",3.25,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8081435/image.jpg,peanut butter,281,355,-1,255
328,Pip & Nut The Ultimate Smooth Peanut Butter 300g,2.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8079494/image.jpg,peanut butter,282,365,-1,256
329,Sun-Pat Smooth Peanut Butter 570g,3.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8092545/image.jpg,peanut butter,276,336,-1,240
330,ManiLife Rich Cocoa Smooth Peanut Butter 295g,3,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8093467/image.jpg,peanut butter,276,352,-1,237
331,Pip & Nut The Ultimate Crunchy Peanut Butter 1kg,6.75,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8088679/image.jpg,peanut butter,278,359,-1,257
332,Pip & Nut The Ultimate Smooth Peanut Butter 300g,2.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8079494/image.jpg,peanut butter,282,365,-1,256
